Classification,State,Country_Area,Posted_Citations,Project_Area,Product_Type,Fiscal_Year
Terminated,MN,United States,Voluntary: Firm initiated,"PROSANTE TVGPTN 12BF7 MNCD 50LB BG/36P, paper bag",Food,2023
Terminated,CA,United States,Voluntary: Firm initiated,"Mann's Family Favorites Broccoli Cauliflower Florets, 16 oz bags - UPC  716519012174- US    12 oz bags - UPC 716519013034 - US and Canada    Also sold under brand names of:  US  Archer Farms - 12 oz. bag:  UPC - 085239341148    HEB - 12 oz. bag  UPC - 4122097503    Signature Farms -   12 oz. bags  UPC - 021130983407  28 oz. bags  UPC -021130984497     Walmart - 12 oz. bag  UPC 681131328852-",Food,2017
Terminated,PR,United States,Voluntary: Firm initiated,"Product label reads in part: ""MR.SPECIAL PANCAKES***PANCAKES & WAFFLE MIX***Peso Neto/Net Weight 11 gr""",Food,2016
Terminated,FL,United States,Voluntary: Firm initiated,"Coffee House Crunch Ice Cream, 3 gallons",Food,2018
Terminated,TN,United States,Voluntary: Firm initiated,"Donut Flour, Net Wgt. 50 lbs. (22.68 kgs.), Mfg. By: Grain Craft, Birmingham, AL 35214.",Food,2016
Terminated,CA,United States,Voluntary: Firm initiated,"kate farms Peptide  1.5 Cal/mL, Plain, Sole-Source Nutrition Formula.  325 mL (11 fl oz) UPC  8 51823-00646 1.  12 count case UPC 00851823006379.  Shake Well.  A ready-to-use oral and tube feeding formula with enzymatically hydrolyzed organic pea protein.  Made for Kate Farms, Inc., 101 Innovation Place, Santa Barbara, CA  93708",Food,2022
Terminated,IL,United States,Voluntary: Firm initiated,"UPC 041498205379,	Southern Grove Tuscan Trail Mix, Best By/Date Code: 4/28/2017 .",Food,2016
Terminated,OR,United States,Voluntary: Firm initiated,"Deep-fried Donut (Banh Tieu) 3.2-ounce package in clear plastic bag, no UPC, no brand.    Product is labeled in part, ""BANH TIEU***Ingredients: bread flour, sugar, baking powder, salt, sesame seed, water, shortening oil.***Lanvin French Bakery***"".",Food,2020
Terminated,NY,United States,Voluntary: Firm initiated,"Roland¿ Preserved Lemons, NET WT. 12.35 OZ., and Roland¿ PRESERVED LEMONS - BELDI, NET WT. 13 OZ., Item UPC 4122461002 and Case UPC 10041224610023 -- PACKED EXCLUSIVELY FOR ROLAND FOODS LLC, NEW YORK, NY 10010 --- The product is packed in a glass jar.",Food,2016
Terminated,IA,United States,Voluntary: Firm initiated,"Whole wheels and cuts of Maytag blue cheese re-packaged in foil or clear plastic wrap with scale labels in various weights.  Product was labeled as Maytag Blue Raw Milk, Maytag Blue, or Maytag Iowa Blue Cheese with PLU numbers beginning with 854089001.",Food,2016
Terminated,MA,United States,Voluntary: Firm initiated,SABRA ROASTED RED PEPPER HUMMUS SINGLES - 6PK  UPC: 4082234273,Food,2019
Terminated,PA,United States,Voluntary: Firm initiated,Cheese & Scallion Pierogi  Grandma s Cuisine Cheese & Scallion Pierogi UPC: 8 67355 00040 2	16oz (454g) / 1 dozen,Food,2022
Terminated,MN,United States,Voluntary: Firm initiated,Bacon Cold Pack Cheese sold under the following sizes and brands:    1.   Parkers Farm or Parkers label in 8 ounce (14002) and 14 ounce (17002) cups with snap on lid; 5 lb. Cheeseball Base - Bacon (14441) and 10 lb. (61760) pail with snap on lid;     2.  Bucky Badger in 8 oz. (31611) and 14 oz. (41611) cups with snap on lid.,Food,2014
Terminated,CA,United States,Voluntary: Firm initiated,"Dietary Supplements under the same formulation, Labeled and Packaged in the Following:    MAX Brand Proste-Support, 150 Count Tablets.  Product labeling reads in part:""Manufactured for: HealthMax Products Inc. Altadena, CA 91001***"".",Food,2013
Terminated,CA,United States,Voluntary: Firm initiated,"Kite Hill Almond Yogurt, Peach,  NET WT.  5.3 oz (150G)    Case UPC: 8-56624-00415-9    Distributed by Lyrical Foods, Hayward, CA.",Food,2017
Terminated,NY,United States,Voluntary: Firm initiated,"El Sembrador Peas and Carrots, poly bags, 12/16 oz",Food,2021
Terminated,IL,United States,Voluntary: Firm initiated,"Foil bags containing 2.2 lbs. each of blueberry flavored powder and sold under the Boba Direct, Inc. brand.",Food,2015
Terminated,IL,United States,Voluntary: Firm initiated,"Nick The Greek Spicy Yogurt Pail, 42lbs pail, UPC 10075365177756, SKU SA000085",Food,2025
Terminated,IA,United States,Voluntary: Firm initiated,"Picket Fence Creamery, Woodward, IA, Chocolate Cherry ice cream, in Quarts, Pints, and 1/2 Pints",Food,2021
Terminated,IL,United States,Voluntary: Firm initiated,"UPC 071725711939,	Amport Foods Milk Chocolate Peanuts, Best By/Date Code: 1/7/2017 .",Food,2016
Terminated,GA,United States,Voluntary: Firm initiated,"Coca Cola Zero, 20 fl. oz., The Coca Cola Company.",Food,2012
Terminated,IA,United States,Voluntary: Firm initiated,"Palmer's Candies Swirled Pretzels NET WT 5 OZ (141 g) packaged in foil bags, UPC Code 77232-13990",Food,2017
Terminated,CT,United States,Voluntary: Firm initiated,"Sweet Leaf Organic Raspberry Iced Tea, 16 oz glass bottle  UPC: 6-51538-06703-6",Food,2016
Terminated,CA,United States,Voluntary: Firm initiated,"Sysco Imperial Med Plus 2.0 butter Pecan Nutritional Drink.  High Calorie, High Protein.   Mildly Thick Nectar Consistency.    32 FL OZ (1 QT)  946mL  UPC 0 74865-92732 1.  Reorder # 0108936.  12 count case UPC 10074865927328.      Refrigerate prior to serving.  Shake well.   Refrigerate after opening and use within 3 days.    Distributed by  Sysco Corporation, Houston, Texas  77077.",Food,2022
Terminated,AZ,United States,Voluntary: Firm initiated,"Steamables California Blend, Net Wt. 10 Oz., Dist. By Fresh Frozen Foods, Inc., Jefferson, GA 30549, UPC 0-86069-11275-5,  Fresh Frozen California Blend, Net Wt. 16 Oz. (1 Lb.), Dist. By Fresh Frozen Foods, Inc., Jefferson, GA 30549, UPC 86069-20013-1, Fresh Frozen Grade A California Blend, Net. Wt. 32 Oz. (2 Lb.), Dist. By Fresh Frozen Foods, Jefferson, GA 30549, UPC 0-86069-20011-7, Fresh Frozen Grade A California Blend, Net Wt. 80 Oz. (5 Lb.) 2268g, Dist. By Fresh Frozen Foods, Jefferson, GA 30549, UPC 86069-50011-8, Fresh Frozen Grade A Premium California Blend, Net Wt. 32 Oz. (2 Lb.) 907g, Dist. By Fresh Frozen Foods, Inc., Jefferson, GA 30549, UPC 86069-20014-8, The Inn Grade A Fancy California Blend, Net Wt. 32 Oz. (2 LB) (907g), Packed For Inn Foods Inc., 310 Walker St., Watsonville, CA 95076, UPC 86289-20420-9",Food,2015
Terminated,TX,United States,Voluntary: Firm initiated,Take & Bake Sourdough Biscuits UPC 44216-26512 packaged in metal tin with clear plastic nonflexible lid,Food,2023
Terminated,KY,United States,Voluntary: Firm initiated,"Mocha Almond Fudge Ice Cream, Manufactured by: Koogee-Queen Anne, LLC, d/b/a The Comfy Cow 2221 Frankfort Ave, Louisville, KY 40206.",Food,2014
Terminated,NY,United States,FDA Mandated,"""SUNDIAL***Traditional Herbal Products***TRADITIONAL ORGANIC HERBS***WHITE JOINTA***1 oz.***USES: NERVES, COLD, ASTHMA, BRONCHITIS, MUCOUS FEVER MENSTRUAL PROBLEMS***""; packaged in clear plastic zip-top bags",Food,2020
Terminated,OR,United States,Voluntary: Firm initiated,"Beef & Lamb Gyro Sandwich Express Meal Kit. Net wt. 31.8oz. UPC 0 13454 38313 1.   Each kit contains 6 Pitas, Gyro Meat, Tzatziki Sauce 3oz. cups, Fire Feta Sauce, Feta Cheese Crumbles.  Packaged in clear plastic clamshell. Distributed by Fresh Creative Foods, Vista CA.",Food,2025
Terminated,NJ,United States,Voluntary: Firm initiated,Gourmet Chocolate Dipped Cookies  Net Wt. 46 oz UPC 269969414994,Food,2016
Terminated,WA,United States,Voluntary: Firm initiated,"Item FLD1040A, Wild Leeks, distributed in plastic clamshell containers. Net wt. 0.315lb.  The H-Mart label declares: Wild Leeks, Sugar, Soy Sauce.",Food,2024
Terminated,NH,United States,Voluntary: Firm initiated,HFS 10/6lb Breaded Crispy Style Cod Fish Portions  Item Number: 10003220,Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,"Hazelnut Gelato, sold under Snoqualmie Ice Cream brand.  Product is sold in 1.5 gallon plastic tubs, in addition to other unknown size/containers. No UPC.",Food,2015
Terminated,NY,United States,Voluntary: Firm initiated,"Lg. Fruit Crostata, 21 oz., UPC 20829300000;   Sm. Fruit Crostata, 7 oz., UPC 20829900000;   Lg. Nectarine Crostata, 21 oz., UPC 20823100000;   Sm. Nectarine Crostata, 6 oz.,  UPC 20832600000",Food,2014
Terminated,NY,United States,Voluntary: Firm initiated,"Wegmans Dark Chocolate Strawberries 13.5oz (383g) tub, UPC: 0 77890 38187 8",Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,"Gluten-Free Organic Mesa Sunrise Cereal USA, Nature's Path brand.  Shop Order # 127895. Product is Ready to eat breakfast cereal and shelf stable.  Packaged in poly film bag.  Each bag has a net Wt. 26.4 oz., each case has 6 bags.  Case UPC: 0 58449 77901 8.    The label is read in parts: ""***Gluten-Free***MESA SUNRISE REAL Crunchy Cereal *** CORN, FLAX, BUCKWHEAT, QUINOA & AMARANTH *** INGREDIENTS: Corn meal and/or yellow corn flour, cane sugar, flax seeds, buckwheat flour, quinoa, amaranth, sea salt, tocopherols (vitamin E) ***Produced in a facility that uses tree nuts, peanuts, and soy***"".",Food,2020
Terminated,MI,United States,Voluntary: Firm initiated,"Item Number: 192874  Item Description: BAG CLR SUNFLOWER MEAT W/SLT  Case Pack: 12  Package Size: 7 OZ Clear Plastic Bag (Pic-A-Nut Label on Front, Nutritional Label on Back)  UPC Number: 070207000424",Food,2013
Terminated,MO,United States,Voluntary: Firm initiated,"Bulk B807 True Botanica Digestive, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83377);",Food,2013
Terminated,OR,United States,Voluntary: Firm initiated,"Chocolaty Chip Cookie Dough ice cream (item #67016), packaged in 1.75 qt. container. UPC 0 72830 07016 4.    The label is read in parts: ""***Tillamook ***ICE CREAM *** CHOCOLATY CHIP COOKIE DOUGH *** CONTAINS: MILK, WHEAT, SOY, TREE NUTS (COCONUT), EGG.  IT IS MADE WITH EQUIPMENT THAT ALSO MAKES PRODUCTS CONTAINING PEANUTS.***""",Food,2018
Terminated,Nova Scotia,Canada,Voluntary: Firm initiated,"1/2"" Thick Cut Beer Battered Onion Rings: ALE HOUSE BEER BATTERED STEAK CUT ONION RINGS NET WT. 10 lb (4.45 kg) - 33074",Food,2017
Terminated,MA,United States,Voluntary: Firm initiated,"Small Soup Vegetable Mix:-(Item #CC4)  Spanish Onions {1/4"" dice), Carrots, Celery  Medium Soup Mix Vegetables (Item #CC5)  Spanish Onions (1/2"" dice), Carrots. Celery  5 lb poly bags  Packed by: Fresh Ideas Co., 18 Bunker Hill Industrial Park, Boston, MA 02129  Item # 00254",Food,2012
Terminated,IA,United States,Voluntary: Firm initiated,"Palmer's Candies Peppermint Bark A) NET WT 9 OZ (255 g) packaged in plastic clamshell containers, UPC Code 77232-17270; B) NET WT 10 OZ (283 g) packaged in paper bags, UPC 77232-23091; C) NET WT 8 OZ (226 g) packaged in paper boxes UPC 77232-12146; C) NET WT 9 OZ (255 g) packaged in plastic clamshell containers UPC 77232-16309; D) NET WT 9 OZ (255 g) packaged in paper boxes UPC 77232-16042; E) 10 lbs. Net Weight (4.54 kg) packaged in cardboard boxes UPC 77232-10770",Food,2017
Terminated,MI,United States,Voluntary: Firm initiated,#024 Diced Pepper & Onions	9 ounces,Food,2012
Terminated,CA,United States,Voluntary: Firm initiated,Cafe Favorites  Oven Roasted Turkey Breast & Cheese Deli Flatz-IW  Code #C22348/22348,Food,2016
Terminated,IL,United States,Voluntary: Firm initiated,"B2ADU3,  BATTER MX X1*,  NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,CA,United States,Voluntary: Firm initiated,"CHOCOLATE ALMOND CHOCOLATE MEIJI, 3.1 oz.  Item number 64344    UPC 074410643447 - only on those bars with English labeling.    Distributed by Wismettac Asian Foods, Inc.",Food,2019
Terminated,N/A,Canada,Voluntary: Firm initiated,"Vita Aid SynerClear (Unflavoured), VA-925.  The product is a powder, packaged in a plastic bottle and a white cap, with a net weight of 650g.",Food,2021
Terminated,WA,United States,Voluntary: Firm initiated,"Poppy Seed Bagel, San Francisco Street Bakery brand, keep at ambient temperature.  Packaged in flex poly bags for bulk or various quantities specific to customer order. No UPC.    The bagel bulk product label read: POPPY SEED BAGEL: Bread Flour (Unbleached Wheat Flour, Vitamin C, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Poppy Seed, Water, Salt Yeast, Brown Sugar.",Food,2020
Terminated,OR,United States,Voluntary: Firm initiated,"Performance Mushrooms product is dried mushroom blend of 4 different mushroom mycelial biomass powders cultured on certified organic oats, brand Laird Superfood, uses as Beverage Booster and Functional Fuel Supplement.    Product is packaged in 3.17 oz (90 gram) stand up with zipper, heat-sealed pouches. There are 6 pouches per case or 24 pouches cases.",Food,2019
Terminated,CO,United States,Voluntary: Firm initiated,"Natural Grocers Organic Deglet Noor Dates, Target weight is 0.60 - 0.70 lb random weight package, Zip lock plastic bag.",Food,2017
Terminated,NJ,United States,Voluntary: Firm initiated,"Basma 3 Chris Court Dayton, New Jersey 08810  Tel.:7323559600 Fax: 7323559644  16 oz package    This golden raisin product is labeled in a foreign language.",Food,2015
Terminated,PA,United States,Voluntary: Firm initiated,"Turkey, Bacon and Swiss on Macaroni Salad wrapped in clear film, 8 oz.   Undeclared allergens - Wheat, Soy (oil, flour), Milk, Egg",Food,2016
Terminated,NM,United States,Voluntary: Firm initiated,"100 vegetarian  Fenugreek Capsules 90 count, 600mg, packaged in 150cc Amber Glass Packer  with White Polypropylene Cap.",Food,2023
Terminated,MA,United States,Voluntary: Firm initiated,"Safecor Vitamin B-1 (THIAMINE) 100 mg tablets  NDC: 48433-0108-01  Distributed by: SAFECOR HEALTH, 317 NEW BOSTON STREET, WOBURN, MA",Food,2016
Terminated,MO,United States,Voluntary: Firm initiated,"Maytag Blue cheese cut and wrapped in clear plastic wrap at store level, sold in various sizes (approximately 3-4 oz pieces), labeled with company issued Maytag Blue cheese label and Schnuck Markets scale label, UPC 0021806200000.",Food,2016
Terminated,OR,United States,Voluntary: Firm initiated,"Pint Umpqua Dairy 4% Cottage Cheese, item no. 04308, Net wt. 16 oz. UPC 0 71203 00248 1    24 oz. Umpqua Dairy 4% Cottage Cheese, item no. 04286, UPC 0 71203 00255 9.    3 lbs.  Umpqua Dairy 4% Cottage Cheese, item no. 03980, UPC 0 71203 00280 1.",Food,2016
Terminated,OH,United States,Voluntary: Firm initiated,Meijer DILL PICKLE FLAVORED CLASSIC CRUNCH POTATO CHIPS***UPC 719283594365***LOT CODE***,Food,2018
Terminated,OH,United States,Voluntary: Firm initiated,Moondance desserts gluten free Chocolate Chip Cookie Bar 12 oz (340g)  UPC 36211 68096 9,Food,2017
Terminated,MD,United States,Voluntary: Firm initiated,"Fresh Creative Cuisine, Smoked Turkey & Swiss Croissant, Net . Wt. 7 Oz. Single Serving, Keep refrigerated",Food,2023
Terminated,IL,United States,Voluntary: Firm initiated,A89471	BATTER MIX   X1	50.00	BAG,Food,2023
Terminated,MD,United States,Voluntary: Firm initiated,"Orchard Bistro, Garden salad with Dressing Net Wt. 8.2 Oz. Single Serving, Keep refrigerated",Food,2023
Terminated,IL,United States,Voluntary: Firm initiated,"5000 Years Foods NO MSG SLICED CABBAGE KIMCHI in 5GAL plastic tubs, and 128 oz, 64 oz, 32 oz, & 16 oz glass jars",Food,2021
Terminated,CA,United States,Voluntary: Firm initiated,"Bone Rebuilder, 120 tablets",Food,2015
Terminated,CA,United States,Voluntary: Firm initiated,"Tomales Bay Foods brand Artisan Cheese in PARTIAL WHEELS of Cheese,   from cheese makers in US (VA, VT, Ca, WI, OR, WA and UT) and Ireland, Italy, Switzerland, France, Holland and Greece.  Varieties include Appalachian, Coolea, Cabot clothbound Cheddar, Big Rock Blue, Goat Gouda, Holey Cow, Big Woods Blue, Fiore Sardo,, Valdeon, Pecorino Romano, Sottocenere, Capriago, Capricious, Cave Aged Gruyere, Cave Aged Marisa, Fenacho, Pondhopper, Comte, L'Amuse Signature Gouda, Dante Waxed Rind, Dry Jack Special Reserve, Mezzo Secco,  Extra Mature Bandage Cheddar,  San Joaquin Gold, Flagship Reserve Truckle, Fontina Vallet Pietro, Grana Padano, Parmigiano Reggiano Organic,  Taleggio Organic,  Comte Reserve Ete, Loma Alta,  Mt. Viko Barrel Aged Feta,  Pepato, San Andreas Bellwether Farms, Reading, Tarentaise, Seahive, St. George, Toma and Wagon Wheel.  Cheese is cut per order and wrapped in cheese paper and marked with a magic marker indicating the type of cheese, poundage and pack date as well as a Tomales Bay Foods label. There are no code numbers or expiration dates marked on the product.",Food,2012
Terminated,AZ,United States,Voluntary: Firm initiated,"Blessing Brand Wild White EZ Peel Shrimp, 16/20 CT.    4 x 5 lbs cartons. The product is bagged in 5 lbs clear plastic bags, the only label iss on the master carton.  The product is sold in a seafood retail case.    Product labeled as:""WILD WHITE EZ PEEL SHRIMP 16/20 CT WILD CAUGHT PRODUCT OF USA CHEM FREE INGREDIENTS: Shrimp, Salt***PACKED BY: BLESSINGS, INC.***.",Food,2013
Terminated,OH,United States,Voluntary: Firm initiated,"PRIVATE SELECTION FROZEN TRIPLE BERRY MEDLEY, 16 oz",Food,2019
Terminated,MD,United States,Voluntary: Firm initiated,Le Croissant Turkey & Cheddar Net Wt. 5.5oz (156g) UPC:766375261629 Packaged in clamshell container. Sold as single unit and 6-unit pack under Food Unlimited brand,Food,2023
Terminated,WA,United States,Voluntary: Firm initiated,"Stir-Fried Kimchi distributed in un-labeled plastic containers 12oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",Food,2023
Terminated,CA,United States,Voluntary: Firm initiated,"See's Dark  Raisins:    Ingredients: Raisins, Sugar,chocolate, cocoa butter, butter (milk), vanilla, soy lecithin,  Dextrin, Confectionery glaze.  May contain traces of eggs, tree nuts and peanuts.    Sold in Net Wt. 8 oz (227 g) clear plastic packages or purchased by customer at counter in See's Stores.  UPC 7 37666 08305 3    Manufactured by: See's Candy Shops Incorporated  So. San Francisco, CA 04080",Food,2013
Terminated,MN,United States,Voluntary: Firm initiated,"Lunds & Byerlys Fresh Guacamole Dip, Net Wt 14 oz (396g).  UPC 0 72431-66072 6.  Keep Refrigerated.",Food,2024
Terminated,MI,United States,Voluntary: Firm initiated,"Item Number: 366568  Item Description: TUB LG MIX DIET DELIGHT  Case Pack: 12  Package Size: 14 OZ 2-Piece Clear Plastic Tub (No Label on Top, Nutritional Label on Bottom)  UPC Number: 094776081769",Food,2013
Completed,VT,United States,Voluntary: Firm initiated,Wilcox SUPER PREMIUM Salted Caramel Brownie; 1.5 QT (UPC 04372601520) and Pint (UPC 04372601620),Food,2023
Terminated,WA,United States,Voluntary: Firm initiated,"Orange Ginger ice cream; Bulk product is labeled with flavor name and date code, which is affixed to the plastic container (1, 1.5 and 3 gallon).",Food,2015
Terminated,OH,United States,Voluntary: Firm initiated,"Meijer brand No Salt Added Original Kettle Cooked Potato Chips, 8.5oz bag.  15 bags per case.",Food,2016
Terminated,TX,United States,Voluntary: Firm initiated,Blue Bell Ice Cream Chocolate Chip Cookie Dough 3 Gallon,Food,2015
Terminated,MD,United States,Voluntary: Firm initiated,"Quick & Fresh, Albacore Tuna Finger Sandwiches, Net . Wt. 6.5 Oz. Single Serving, Mylar Wrap, Keep refrigerated",Food,2023
Terminated,IL,United States,Voluntary: Firm initiated,"Key Lime Sugar Cookie, 3-oz (85g), individually wrapped in plastic and labeled in part: Manufactured for Simply D'lish, LLC.; Aurora, IL 60504; www.simplydlish.biz",Food,2013
Terminated,WI,United States,Voluntary: Firm initiated,"Garden-Fresh,	Sweet & Sour Cucumber,	2/5 lb.,		 0 11596 52014 8,	11/15/2013 - 11/30/2013;",Food,2013
Terminated,CA,United States,Voluntary: Firm initiated,Starter Bakery Multigrain Sourdough Bread with UPC 8 50025 60902 9,Food,2024
Terminated,PA,United States,Voluntary: Firm initiated,"Sysco Imperial Glazed Hot Bacon Dressing; Net Contents 1 GAL; Distributed by Sysco Corporation, Houston, Texas  77077; Code: B12917",Food,2018
Terminated,MO,United States,Voluntary: Firm initiated,"Dierbergs Kitchen, Santa Fe Grilled Chicken Wrap, NET WT. 11 oz, UPC 0 231789 804996",Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,"Gourmet Cream Cheese Cinnamon Rolls, packaged in a 16 oz. plastic clam shell container and sold under the Schwartz Brothers Bakery brand. The product UPC is 7 17887 65082 1.    The product is read in parts: ""***GOURMET CREAM CHEESE CINNAMON ROLLS***NET WT. 16 OZ***Produced By Schwartz Brothers Bakery Seattle, WA 98108***Contains Milk, Wheat, Soy.  May Contain Egg, Peanuts, Tree Nuts***"".",Food,2018
Terminated,WI,United States,Voluntary: Firm initiated,"Grande Bravo 300 Functional Whey Protein  SKU 32102.  34% Protein.   Grade A.  Pasteurized.  Net Wt 50 lbs.  Ingredients: Whey Protein Concentrate  Contains Milk.   Grande Custom Ingredients Group, 250 Camelot Drive, Fond du Lac, WI",Food,2024
Terminated,IN,United States,Voluntary: Firm initiated,"Bakehouse Granola, 12 oz, 340 g   Scholar's Inn Bakehouse Granola 16 oz, 454 g All Natural, Baked locally",Food,2013
Terminated,TX,United States,Voluntary: Firm initiated,Seasonal Trio  32oz UPC 681131180696 packaged in clear plastic container,Food,2020
Terminated,,Israel,Voluntary: Firm initiated,ELITE WHITE CHOCOLATE BAR	UPC:815871011471 & 815871012799. Net Wt. 3.53 oz (100g). Red packaging.,Food,2022
Terminated,NY,United States,Voluntary: Firm initiated,Mini Sorbet Pops; parve; 7 PACK / SINGLE; UPC: 0-91404-15305-8,Food,2023
Terminated,MA,United States,Voluntary: Firm initiated,Brioche-Style Slider Roll 24-pack (033474512021),Food,2022
Terminated,IL,United States,Voluntary: Firm initiated,"B52432, BREADER X3@, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,TX,United States,Voluntary: Firm initiated,Adams Pantry Basics Multi-Season Seasoned Salt Net Wt. 30 oz (851 g) UPC: 041313024888;  50# Multi Seasoning Item Code: 06095 Item UPCA: 041313060954; 25# Multi Seasoning Item Code: 06096 Item UPCA: 041313060961,Food,2015
Terminated,NH,United States,Voluntary: Firm initiated,"HFS 1/10.35 lb Whole Grain Oven Ready Potato Breaded Pollock Wedges 3.6 oz,, Item Number: 53374",Food,2017
Terminated,TX,United States,Voluntary: Firm initiated,PitaPal Mezza Sundried Tomato Hummus  11 oz. UPC 851351007336 packaged in Plastic tub with clear lid with green rim.,Food,2019
Terminated,GA,United States,Voluntary: Firm initiated,BlakeFit Everyday All-in-one Lime Watermelon 44oz Jar UPC CODE X002J9E9KD 323359000058,Food,2022
Terminated,NJ,United States,Voluntary: Firm initiated,Dose Vital VIP Products Vital Honey With Caviar and Tongkat Ali Powder; 12 sachets-15g,Food,2022
Terminated,MO,United States,Voluntary: Firm initiated,"Dierbergs Kitchen Remoulade packaged in 12 OZ containers, UPC 2393330149 and 24616200000",Food,2020
Terminated,IN,United States,Voluntary: Firm initiated,"Pina Colada Dessert Bar  , 4 oz. Undeclared FD&C Red # 40 in clear flexible plastic, ingredients: water, sugar, partially hydrogenated palm kernel oil, nonfat milk solids, cream of coconut, whey powder,",Food,2013
Terminated,OH,United States,Voluntary: Firm initiated,"ORIGINAL KB KILLER BROWNIE¿ 3x35 CT NET WT 36 LBS (16.33 kg) CONTAINS: Milk, Nuts: Pecans, Soy, Wheat UPC 10858061005031. Item #48-2016",Food,2017
Terminated,CA,United States,Voluntary: Firm initiated,"Aloha Organic Protein Drink, Chocolate Sea Salt, Plant-based protein.  Net 11 FL OZ (330 mL) Tetra Pak container UPC 8 42096-11235 5.  Sold in 4 count package wrap with UPC  842095122354.  Shake Well.  Best Chilled.     Manufactured for:  Aloha, Littleton, CO  80127",Food,2022
Terminated,CA,United States,Voluntary: Firm initiated,"Noni Supplement, Capsules",Food,2014
Terminated,MN,United States,Voluntary: Firm initiated,"Larabar Chocolate Chip Cookie Dough, 5 - 1.6 oz (45g) bars Net Wt 8.0 oz(226g), UPC 21908-48817.  Case UPC 000-21908-41675-5",Food,2018
Terminated,NY,United States,Voluntary: Firm initiated,"OSSIE'S PICKLED LOX & CREAM, NET WT. 8 OZ., UPC 739885104113; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",Food,2016
Terminated,NY,United States,Voluntary: Firm initiated,Daniel Boulud brand Baja flavored (8oz) smoked salmon products manufactured on 11/19/19 by Catsmo Acquisition LLC packaged in vacuum pouches.,Food,2020
Terminated,CA,United States,Voluntary: Firm initiated,"Miyako Select Shredded Crab Meat Keep Refrigerated #1485 Ingredients: Fish Protein (Pollock, Threadfin Bream and/or Flying Fish), Water, Potato Starch, Modified Food Starch, Contains less than 2% of the following: Sugar, Salt, Sorbitol, Carrageenan, Natural and Artificial Flavors (Hydrolyzed Soy Protein, Qab Extract), Carrageenan, Sodium Tripolyphosphate, Tetrasodium Pyrophosphate, Carmine, Natural and Artificial Color. Contains: Fish (Pollock, Threadfin Bream and/or Flying Fish), Soy, Crustacean Shellfish (Swimming Crab) Net Weight 12/2.5 Ib Distributed By: MUTUAL TRADING CO, El MONTCAE 91731 30 lbs. (12 packages/2.5 lb vacuum sealed in clear film, pasteurized)  Crab Flavored Seafood Shred Style 91403 AS10C Ingredients: Fish Protein (Pollock, Whiting and or Threadfin Bream), Water, Potato Starch, Modified Food Starch, Contains less than 2% of the following: Sugar, Sat, Sorbitol, Natural and Artificial Flavors (Hydrolyzed Soy Protein, Crab Extract), Carrageenan, Sodium Tripolyphosphate, Tetrasodium Pyrophosphate, Carmine, Natura and Artificial Color. Contains: Fish Pollock, Whiting and or Threadfin Bream), Soy, Crustacean Shellfish Swimming Crab) Net Weight 4/2.5 lb Keep Refrigerated Product of U.S.A. Aquamar, Rancho Cucamonga, CA 91730 30 lbs. (12 packages/2.5 lb vacuum sealed in clear film, pasteurized)  Crab Flavored Seafood Shred Style 92407 KS21 Ingredients: Fish Protein (Pollock, Threadfin Bream and or Flying Fish), Water Potato Starch, Modified Food Starch, Contains less than 2% of the following: Sugar, Salt, Sorbitol, Carrageenan.  Natural and Artificial Flavors (Hydrolyzed Soy Protein, Crab Extract), Carrageenan, Sodium Tripolyphosphate, Tetrasodium, Carmine, Natural and Artificial Color Contains: Fish (Pollock, Threadfin Bream and/or Flying Fish), Soy, Crustacean Shellfish (Swimming Crab). Net Weight 12/2.5 lb Keep Frozen Product of U.S.A. Aquamar, Rancho Cucamonga, CA 91730 30 lbs. (12 packages/2.5 lb vacuum sealed in clear film, pasteurized)  Crab Flavored Seafood  Shred Style  91408  KSA Ingredients: Fish Protein (Pollock, Threadfin Bream and or Flying Fish), Water Potato Starch, Modified Food Starch, Contains less than 2% of the following: Sugar, Salt, Sorbitol, Carrageenan.  Natural and Artificial Flavors (Hydrolyzed Soy Protein, Crab Extract), Carrageenan, Sodium Tripolyphosphate, Tetrasodium Pyrophosphate, Carmine, Natural and Artificial Color Contains: Fish (Pollock, Threadfin Bream and/or Flying Fish), Soy, Crustacean Shellfish (Swimming Crab). Net Weight 12/2.5 lb Keep Refrigerated Product of U.S.A. 30 lbs. (12 packages/2.5 lb vacuum sealed in clear film, pasteurized)",Food,2023
